IP_INDEX,IP_LABEL,RECORDING_SESSION_LABEL,INDEX,BLINK_COUNT,TRIAL_LABEL,block,coloridentifier,conditionidentifier,imagefile,quantidentifier,practicestatus,IP_START_TIME,PUPIL_SIZE_MAX,PUPIL_SIZE_MEAN,PUPIL_SIZE_MAX_TIME,PUPIL_SIZE_MAX_X,PUPIL_SIZE_MAX_Y,REACTION_TIME,PUPIL_SIZE_MIN,PUPIL_SIZE_MIN_TIME,PUPIL_SIZE_MIN_X,PUPIL_SIZE_MIN_Y,correctresponse,ACCURACY,KEY_PRESSED,RT,audiopred
2,Image,subj3,50,1,Trial: 50,4,blue,F,13_blue_3_yellow.jpg,most_12,experimental,3483802,623,553.7,3484969,346.6,308.5,.,476,3483805,498.1,403.6,f,1,f,5406,are_blue.wav
2,Image,subj3,51,1,Trial: 51,4,yellow,T,11_blue_5_yellow.jpg,least_4,experimental,3501499,604,529.1,3503389,434.2,333.6,.,486,3501645,483.7,348.4,j,1,j,2237,are_yellow.wav
2,Image,subj3,52,2,Trial: 52,4,blue,F,11_blue_5_yellow.jpg,All,experimental,3515884,562,484.63,3517413,431.6,352.8,.,394,3516145,497.5,377.9,f,1,f,3236,are_blue.wav
2,Image,subj3,53,0,Trial: 53,4,blue,F,11_blue_5_yellow.jpg,even,experimental,3531658,669,619.79,3535037,573.2,273.7,.,559,3531999,457.3,397.1,f,1,f,3816,are_blue.wav
2,Image,subj3,54,0,Trial: 54,4,blue,F,3_blue_13_yellow.jpg,even,experimental,3548301,578,507.67,3549569,534.6,391.3,.,444,3548459,522.5,374.7,f,1,f,1475,are_blue.wav
2,Image,subj3,55,1,Trial: 55,4,blue,F,14_blue_2_yellow.jpg,odd,experimental,3561967,635,574.39,3563035,291.8,345.3,.,504,3565921,762.8,340.8,f,1,f,5823,are_blue.wav
2,Image,subj3,56,0,Trial: 56,4,blue,F,0_blue_16_yellow.jpg,Some,experimental,3580602,577,515.22,3582451,530.3,346,.,434,3580629,521.2,379.3,f,1,f,1855,are_blue.wav
2,Image,subj3,57,0,Trial: 57,4,yellow,T,6_blue_10_yellow.jpg,more_than_half,experimental,3594936,613,562.38,3599147,533.5,325.5,.,442,3594997,495.3,384.1,j,1,j,4694,are_yellow.wav
2,Image,subj3,58,1,Trial: 58,4,yellow,F,12_blue_4_yellow.jpg,more_than_half,experimental,3612349,463,429.83,3612913,526.2,297.1,.,385,3615137,551,362,f,1,f,2915,are_yellow.wav
2,Image,subj3,59,1,Trial: 59,2,blue,F,4_blue_12_yellow.jpg,most_3,experimental,3837796,662,563.86,3840187,494.9,357.4,.,488,3841497,469.7,371.9,f,1,f,3703,are_blue.wav
2,Image,subj3,60,0,Trial: 60,2,yellow,F,13_blue_3_yellow.jpg,Most,experimental,3853704,603,555.67,3855023,560.3,303.8,.,513,3853953,497.5,395.3,f,1,f,1429,are_yellow.wav
2,Image,subj3,61,1,Trial: 61,2,yellow,T,4_blue_12_yellow.jpg,more_than_half,experimental,3867369,613,570.43,3868161,453.6,336.4,.,456,3870427,581.1,395.1,j,1,j,3162,are_yellow.wav
2,Image,subj3,62,0,Trial: 62,2,blue,F,5_blue_11_yellow.jpg,even,experimental,3882943,604,539.46,3884551,536,126.3,.,440,3883113,502,357.8,f,1,f,2573,are_blue.wav
2,Image,subj3,63,0,Trial: 63,2,blue,F,7_blue_9_yellow.jpg,most_6,experimental,3898264,596,528.65,3900269,593.3,358.4,.,417,3898281,518.4,374.4,f,1,f,2915,are_blue.wav
2,Image,subj3,64,0,Trial: 64,2,yellow,F,15_blue_1_yellow.jpg,most_14,experimental,3914691,665,595.99,3915927,593.7,207.6,.,530,3916799,838.6,372.8,f,1,f,2696,are_yellow.wav
2,Image,subj3,65,2,Trial: 65,2,yellow,F,11_blue_5_yellow.jpg,most_4,experimental,3930063,723,674.93,3931895,553.5,248.4,.,625,3932961,566.7,228.7,f,1,f,4460,are_yellow.wav
2,Image,subj3,66,0,Trial: 66,2,yellow,F,12_blue_4_yellow.jpg,Most,experimental,3947124,632,593.89,3947123,509.2,373.9,.,568,3948113,536.5,253.8,f,1,f,2039,are_yellow.wav
2,Image,subj3,67,1,Trial: 67,2,blue,T,0_blue_16_yellow.jpg,No,experimental,3962948,505,422.57,3964339,523,266.8,.,384,3963179,509.7,381.7,j,1,j,1400,are_blue.wav
2,Image,subj3,68,0,Trial: 68,2,blue,T,2_blue_14_yellow.jpg,most_3,experimental,3976682,612,547.94,3978301,468.8,314.4,.,441,3976693,502.3,372,j,1,j,2082,are_blue.wav
2,Image,subj3,69,1,Trial: 69,2,blue,T,10_blue_6_yellow.jpg,least_9,experimental,3992137,612,536.67,3997253,364.3,376.7,.,429,3992431,495.4,364.6,j,1,j,6179,are_blue.wav
2,Image,subj3,70,0,Trial: 70,2,yellow,T,3_blue_13_yellow.jpg,odd,experimental,4012644,614,575.05,4013623,315.2,354,.,533,4015543,739.4,166.3,j,1,j,4112,are_yellow.wav
2,Image,subj3,71,1,Trial: 71,2,yellow,F,12_blue_4_yellow.jpg,least_5,experimental,4030057,585,545.35,4031631,521.8,239.4,.,526,4030377,466.1,358.8,f,1,f,1603,are_yellow.wav
2,Image,subj3,72,0,Trial: 72,2,yellow,T,16_blue_0_yellow.jpg,No,experimental,4044644,670,620.39,4045885,467.4,350.8,.,551,4044659,512.4,373.8,j,1,j,1264,are_yellow.wav
2,Image,subj3,73,1,Trial: 73,2,blue,F,2_blue_14_yellow.jpg,No,experimental,4058108,595,565.29,4059243,827.9,190.4,.,536,4058515,454.2,359.8,f,1,f,1942,are_blue.wav
2,Image,subj3,74,3,Trial: 74,2,yellow,T,10_blue_6_yellow.jpg,most_7,experimental,4072209,582,502.04,4075163,528.2,291.1,.,427,4072217,514.6,326.9,j,1,j,6321,are_yellow.wav
2,Image,subj3,75,2,Trial: 75,2,blue,F,6_blue_10_yellow.jpg,All,experimental,4090826,591,524.71,4095625,524.4,340.9,.,369,4091017,530.1,367.2,f,1,f,5337,are_blue.wav
2,Image,subj3,76,1,Trial: 76,2,blue,F,0_blue_16_yellow.jpg,Some,experimental,4108774,596,540.43,4109931,506.5,365.5,.,457,4108979,563,292.8,f,1,f,1259,are_blue.wav
2,Image,subj3,77,1,Trial: 77,2,yellow,F,3_blue_13_yellow.jpg,All,experimental,4122173,532,494.98,4122849,443.1,243.8,.,452,4124187,571.4,333.6,f,1,f,2558,are_yellow.wav
2,Image,subj3,78,0,Trial: 78,2,yellow,F,16_blue_0_yellow.jpg,Some,experimental,4137227,451,411.56,4138247,420.6,379.1,.,389,4137269,540.6,342.4,f,1,f,1040,are_yellow.wav
2,Image,subj3,79,0,Trial: 79,2,blue,F,4_blue_12_yellow.jpg,odd,experimental,4150960,437,404.49,4152567,661.6,274.3,.,362,4151191,526,365.1,f,1,f,2065,are_blue.wav
2,Image,subj3,80,1,Trial: 80,2,blue,T,4_blue_12_yellow.jpg,even,experimental,4165111,474,410.92,4166473,658.6,252.4,.,326,4165149,517.1,324.5,j,1,j,2147,are_blue.wav
2,Image,subj3,81,0,Trial: 81,2,yellow,T,6_blue_10_yellow.jpg,Most,experimental,4179379,533,490.5,4180177,298.7,370,.,465,4179641,449.1,346.6,j,1,j,1934,are_yellow.wav
2,Image,subj3,82,1,Trial: 82,2,yellow,F,5_blue_11_yellow.jpg,even,experimental,4193681,507,467.82,4195707,587.1,251,.,412,4194003,480.3,292,f,1,f,4640,are_yellow.wav
2,Image,subj3,83,1,Trial: 83,2,blue,T,13_blue_3_yellow.jpg,least_12,experimental,4284994,631,564.55,4289348,726.5,362.3,.,488,4285004,510.5,373.8,j,1,j,5935,are_blue.wav
2,Image,subj3,84,1,Trial: 84,2,yellow,T,16_blue_0_yellow.jpg,No,experimental,4303595,564,528.71,4304512,438.9,294,.,467,4303598,456.9,367.9,j,1,j,1874,are_yellow.wav
2,Image,subj3,85,3,Trial: 85,2,blue,T,6_blue_10_yellow.jpg,Some,experimental,4317344,517,454.53,4319222,494.1,359.4,.,393,4317596,514,355.5,j,1,j,3704,are_blue.wav
2,Image,subj3,86,0,Trial: 86,.,.,.,.,.,.,4330518,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,Image,subj3,87,1,Trial: 87,2,yellow,T,4_blue_12_yellow.jpg,even,experimental,4336162,591,488.54,4339338,744.5,353.6,.,368,4336164,508,354.8,j,1,j,3527,are_yellow.wav
2,Image,subj3,88,0,Trial: 88,2,blue,T,0_blue_16_yellow.jpg,No,experimental,4352287,518,489.32,4353318,576.7,275.8,.,451,4352368,475,382.3,j,1,j,1570,are_blue.wav
2,Image,subj3,89,0,Trial: 89,2,blue,F,4_blue_12_yellow.jpg,All,experimental,4366388,508,432.12,4367926,463.5,383.9,.,368,4366400,527.3,416,f,1,f,1589,are_blue.wav
2,Image,subj3,90,0,Trial: 90,2,yellow,T,5_blue_11_yellow.jpg,more_than_half,experimental,4380623,542,467.35,4382372,525.8,247.4,.,408,4380622,534.9,353.7,j,1,j,2251,are_yellow.wav
2,Image,subj3,91,0,Trial: 91,2,yellow,F,9_blue_7_yellow.jpg,Most,experimental,4395409,569,510.76,4396586,463.9,424.8,.,453,4395470,491.9,390.3,f,1,f,1183,are_yellow.wav
2,Image,subj3,92,0,Trial: 92,2,blue,T,13_blue_3_yellow.jpg,Most,experimental,4408674,571,496.9,4409914,529.3,299.5,.,460,4409028,430.7,394,j,1,j,1239,are_blue.wav
2,Image,subj3,93,0,Trial: 93,2,blue,F,3_blue_13_yellow.jpg,more_than_half,experimental,4421972,498,450.6,4423148,524,379,.,426,4422016,510.8,384.8,f,1,f,1210,are_blue.wav
2,Image,subj3,94,1,Trial: 94,2,blue,F,5_blue_11_yellow.jpg,least_6,experimental,4435421,556,494.07,4438002,586,320.7,.,438,4436032,410.8,249.6,f,1,f,3170,are_blue.wav
2,Image,subj3,95,1,Trial: 95,2,yellow,F,11_blue_5_yellow.jpg,even,experimental,4450525,596,524.98,4452262,531.6,329.4,.,421,4454030,527.5,360.8,f,1,f,3704,are_yellow.wav
2,Image,subj3,96,0,Trial: 96,2,yellow,T,0_blue_16_yellow.jpg,All,experimental,4467386,453,419.59,4468458,547.9,280.9,.,390,4467390,483.5,434,j,1,j,1102,are_yellow.wav
2,Image,subj3,97,1,Trial: 97,2,yellow,T,7_blue_9_yellow.jpg,more_than_half,experimental,4484431,594,531.83,4486128,468.9,339.6,.,430,4484430,450.8,410.4,j,1,j,2600,are_yellow.wav
2,Image,subj3,98,1,Trial: 98,2,yellow,T,14_blue_2_yellow.jpg,even,experimental,4499184,539,462.39,4501096,588.3,407.2,.,386,4499522,486.3,428.8,j,1,j,2681,are_yellow.wav
2,Image,subj3,99,1,Trial: 99,2,yellow,F,7_blue_9_yellow.jpg,least_10,experimental,4514874,640,577.36,4516684,624.2,323.3,.,496,4514874,545.1,364.4,f,1,f,4821,are_yellow.wav
2,Image,subj3,100,0,Trial: 100,2,yellow,F,12_blue_4_yellow.jpg,All,experimental,4532036,520,463.35,4533636,486.5,374.6,.,423,4532412,443.4,337.6,f,1,f,2576,are_yellow.wav
2,Image,subj3,101,0,Trial: 101,2,blue,F,0_blue_16_yellow.jpg,Some,experimental,4546890,514,486.17,4547874,447.2,402.2,.,470,4547238,432.7,388.4,f,1,f,1014,are_blue.wav
2,Image,subj3,102,0,Trial: 102,2,yellow,T,14_blue_2_yellow.jpg,Some,experimental,4560840,562,492.1,4562154,500.2,446.6,.,425,4560948,494,407.6,j,1,j,1330,are_yellow.wav
2,Image,subj3,103,0,Trial: 103,2,yellow,T,13_blue_3_yellow.jpg,odd,experimental,4573888,601,510.58,4575182,565,343.6,.,433,4574062,492.3,382.2,j,1,j,1328,are_yellow.wav
2,Image,subj3,104,0,Trial: 104,2,blue,F,13_blue_3_yellow.jpg,No,experimental,4587737,516,458.53,4588766,512.5,358.6,.,417,4587964,531.5,387.6,f,1,f,1071,are_blue.wav
2,Image,subj3,105,1,Trial: 105,2,blue,F,11_blue_5_yellow.jpg,No,experimental,4602507,524,474.46,4604108,509.1,364.8,.,431,4604594,541.9,356.7,f,1,f,2374,are_blue.wav
2,Image,subj3,106,0,Trial: 106,2,yellow,T,16_blue_0_yellow.jpg,No,experimental,4616893,524,465.58,4617968,475.7,376.1,.,422,4617182,476,373.6,j,1,j,1075,are_yellow.wav
2,Image,subj3,107,2,Trial: 107,2,blue,F,11_blue_5_yellow.jpg,least_12,experimental,4630140,689,604.22,4637560,755,179.1,.,520,4630278,463.7,392.6,f,1,f,7858,are_blue.wav
2,Image,subj3,108,0,Trial: 108,2,blue,F,6_blue_10_yellow.jpg,No,experimental,4650212,546,484.3,4651328,510.9,326,.,435,4650256,493.5,369,f,1,f,1122,are_blue.wav
2,Image,subj3,109,1,Trial: 109,5,blue,T,11_blue_5_yellow.jpg,Most,experimental,4663945,487,406.55,4665972,591.7,281.5,.,337,4663948,542.5,437.4,j,1,j,2783,are_blue.wav
2,Image,subj3,110,0,Trial: 110,5,yellow,F,13_blue_3_yellow.jpg,more_than_half,experimental,4678548,515,499.49,4679476,542.1,328.9,.,487,4678556,459.6,388.5,f,1,f,995,are_yellow.wav
2,Image,subj3,111,0,Trial: 111,5,yellow,T,10_blue_6_yellow.jpg,least_5,experimental,4691411,533,473.02,4693294,681.7,270.4,.,414,4691852,466.6,413.8,j,1,j,2029,are_yellow.wav
2,Image,subj3,112,0,Trial: 112,5,blue,F,13_blue_3_yellow.jpg,All,experimental,4705194,482,437.35,4706152,434.1,346,.,409,4705268,517.4,399.8,f,1,f,980,are_blue.wav
2,Image,subj3,113,0,Trial: 113,5,blue,F,10_blue_6_yellow.jpg,most_9,experimental,4718108,486,422.37,4719644,645.3,159.7,.,387,4718826,452.1,496.5,f,0,j,1538,are_blue.wav
2,Image,subj3,114,1,Trial: 114,5,yellow,F,5_blue_11_yellow.jpg,most_10,experimental,4815944,580,529.14,4816894,352,214.5,.,481,4815944,471.4,379.4,f,1,f,4589,are_yellow.wav
2,Image,subj3,115,3,Trial: 115,5,yellow,T,16_blue_0_yellow.jpg,No,experimental,4834561,613,552.14,4835842,435.5,318.6,.,481,4837164,417.2,336.6,j,1,j,3458,are_yellow.wav
2,Image,subj3,116,0,Trial: 116,5,blue,T,11_blue_5_yellow.jpg,more_than_half,experimental,4850586,528,473.29,4851790,614.8,225.9,.,431,4850766,469.3,288.2,j,1,j,1227,are_blue.wav
2,Image,subj3,117,0,Trial: 117,5,yellow,T,2_blue_14_yellow.jpg,even,experimental,4864336,574,524.29,4865674,739.3,363.6,.,372,4864480,448.8,594.6,j,1,j,5624,are_yellow.wav
2,Image,subj3,118,1,Trial: 118,5,yellow,F,12_blue_4_yellow.jpg,No,experimental,4884643,557,528.58,4886192,527.9,199.6,.,486,4884974,448.5,334.6,f,1,f,1821,are_yellow.wav
2,Image,subj3,119,1,Trial: 119,5,blue,T,9_blue_7_yellow.jpg,Some,experimental,4902223,583,529.37,4903132,581.3,321.9,.,475,4902226,448.2,339.9,j,1,j,1078,are_blue.wav
2,Image,subj3,120,0,Trial: 120,5,yellow,F,16_blue_0_yellow.jpg,Some,experimental,4915487,507,473.08,4916992,438.3,307.1,.,413,4915626,484.8,349.9,f,1,f,1622,are_yellow.wav
2,Image,subj3,121,2,Trial: 121,5,blue,F,0_blue_16_yellow.jpg,Some,experimental,4929755,561,504.89,4931264,460.9,307.9,.,469,4933088,414.6,342.8,f,1,f,3704,are_blue.wav
2,Image,subj3,122,0,Trial: 122,5,yellow,F,16_blue_0_yellow.jpg,Some,experimental,4945930,611,543.2,4947090,485,415.8,.,480,4946256,455.2,407,f,1,f,1179,are_yellow.wav
2,Image,subj3,123,0,Trial: 123,5,yellow,T,5_blue_11_yellow.jpg,Some,experimental,4959914,587,520.12,4960818,462.3,245.6,.,479,4960158,479.2,352.1,j,1,j,906,are_yellow.wav
2,Image,subj3,124,1,Trial: 124,5,yellow,T,10_blue_6_yellow.jpg,Some,experimental,4973664,480,449.33,4974760,489.9,276.1,.,412,4973666,492.7,369.3,j,1,j,1140,are_yellow.wav
2,Image,subj3,125,0,Trial: 125,5,yellow,F,6_blue_10_yellow.jpg,least_11,experimental,4988016,538,506.05,4989138,373.4,213.9,.,427,4988252,495.5,345.2,f,1,f,4029,are_yellow.wav
2,Image,subj3,126,1,Trial: 126,5,yellow,F,7_blue_9_yellow.jpg,most_7,experimental,5004659,568,489.36,5007544,727.5,449.1,.,377,5004688,522.8,341.3,f,1,f,3577,are_yellow.wav
2,Image,subj3,127,1,Trial: 127,5,yellow,T,7_blue_9_yellow.jpg,most_10,experimental,5020098,553,491.16,5021378,483.3,262.6,.,426,5020420,420.6,255.1,j,1,j,4066,are_yellow.wav
2,Image,subj3,128,0,Trial: 128,5,yellow,T,3_blue_13_yellow.jpg,more_than_half,experimental,5038012,488,444.75,5039306,612.1,316.5,.,396,5038354,434.5,291.4,j,1,j,1692,are_yellow.wav
2,Image,subj3,129,2,Trial: 129,5,blue,F,6_blue_10_yellow.jpg,more_than_half,experimental,5051779,453,398.31,5053390,470.4,280.2,.,361,5052384,460.7,341.3,f,1,f,2821,are_blue.wav
2,Image,subj3,130,0,Trial: 130,5,blue,F,12_blue_4_yellow.jpg,odd,experimental,5067151,509,476.18,5069200,628.2,205.6,.,400,5067416,466.2,361.9,f,1,f,4084,are_blue.wav
2,Image,subj3,131,0,Trial: 131,5,yellow,F,7_blue_9_yellow.jpg,No,experimental,5083510,583,503.22,5084580,548.2,347,.,451,5083574,508.2,347.5,f,1,f,1069,are_yellow.wav
2,Image,subj3,132,1,Trial: 132,5,yellow,F,5_blue_11_yellow.jpg,All,experimental,5096808,501,454.92,5097708,435.9,294.9,.,428,5097034,487.4,379.6,f,1,f,995,are_yellow.wav
2,Image,subj3,133,0,Trial: 133,5,blue,T,16_blue_0_yellow.jpg,All,experimental,5110324,511,470.49,5111202,427.1,362.5,.,438,5110640,501.2,378.8,j,1,j,928,are_blue.wav
2,Image,subj3,134,1,Trial: 134,5,blue,T,12_blue_4_yellow.jpg,most_13,experimental,5123203,570,498.96,5127858,700.4,440.9,.,414,5123336,473,356.4,j,1,j,4664,are_blue.wav
2,Image,subj3,135,0,Trial: 135,5,blue,F,4_blue_12_yellow.jpg,Most,experimental,5139847,631,601.31,5140872,455.6,365.8,.,546,5139862,482.3,366.7,f,1,f,1029,are_blue.wav
2,Image,subj3,136,0,Trial: 136,5,blue,T,14_blue_2_yellow.jpg,more_than_half,experimental,5153145,503,457.95,5154056,463.5,390.9,.,426,5153246,463.3,355.8,j,1,j,939,are_blue.wav
2,Image,subj3,137,2,Trial: 137,5,blue,T,0_blue_16_yellow.jpg,No,experimental,5167195,514,432.53,5168802,513.3,295.3,.,376,5167434,486.3,388.1,j,1,j,2276,are_blue.wav
2,Image,subj3,138,0,Trial: 138,5,blue,T,16_blue_0_yellow.jpg,All,experimental,5181464,504,451.42,5182258,467.3,432.8,.,424,5181796,464.3,401.3,j,1,j,796,are_blue.wav
2,Image,subj3,139,1,Trial: 139,5,yellow,T,9_blue_7_yellow.jpg,odd,experimental,5194678,570,518.77,5197062,746.3,423,.,435,5194682,486.9,342.3,j,1,j,3580,are_yellow.wav
2,Image,subj3,140,0,Trial: 140,5,blue,F,9_blue_7_yellow.jpg,No,experimental,5210753,579,535.34,5212034,478.1,370,.,468,5210816,523.5,360,f,1,f,1513,are_blue.wav
2,Image,subj3,141,2,Trial: 141,5,blue,T,11_blue_5_yellow.jpg,most_12,experimental,5224502,568,520.64,5229664,672.2,266.9,.,450,5224614,485.4,353.8,j,1,j,5179,are_blue.wav
2,Image,subj3,142,0,Trial: 142,5,yellow,F,16_blue_0_yellow.jpg,Some,experimental,5241631,548,489.87,5242512,453.9,369.2,.,455,5241900,451.4,358.1,f,1,f,892,are_yellow.wav
2,Image,subj3,143,2,Trial: 143,5,blue,T,6_blue_10_yellow.jpg,even,experimental,5255999,598,538.53,5257458,488.5,282.6,.,449,5256062,501.2,342.4,j,1,j,3236,are_blue.wav
2,Image,subj3,144,0,Trial: 144,5,yellow,T,12_blue_4_yellow.jpg,even,experimental,5272659,508,452.07,5274086,516.1,206.1,.,416,5272924,455.6,343,j,1,j,1438,are_yellow.wav
2,Image,subj3,145,0,Trial: 145,5,yellow,F,14_blue_2_yellow.jpg,All,experimental,5286593,432,364.92,5287548,464.3,396.7,.,328,5286772,510.6,352.8,f,1,f,961,are_yellow.wav
2,Image,subj3,146,3,Trial: 146,5,yellow,F,3_blue_13_yellow.jpg,least_14,experimental,5300694,501,458.02,5301980,239.1,322,.,383,5300850,461.9,369.8,f,1,f,6548,are_yellow.wav
2,Image,subj3,147,0,Trial: 147,5,blue,T,0_blue_16_yellow.jpg,No,experimental,5325015,552,523.37,5326006,442.1,372.5,.,478,5325082,472.1,345.8,j,1,j,1015,are_blue.wav
2,Image,subj3,148,0,Trial: 148,5,blue,F,5_blue_11_yellow.jpg,Most,experimental,5338748,414,375.15,5339648,406.9,212.6,.,355,5339014,439.8,250.7,f,1,f,900,are_blue.wav
2,Image,subj3,149,0,Trial: 149,5,yellow,F,5_blue_11_yellow.jpg,No,experimental,5352665,566,497.95,5353720,440.9,233.6,.,440,5352666,433.3,381.2,f,1,f,1121,are_yellow.wav
2,Image,subj3,150,2,Trial: 150,5,blue,F,9_blue_7_yellow.jpg,All,experimental,5366448,529,460.62,5367884,515.5,370.2,.,394,5366596,509.9,352.6,f,1,f,2868,are_blue.wav
2,Image,subj3,151,0,Trial: 151,5,blue,F,6_blue_10_yellow.jpg,Most,experimental,5382406,582,501.8,5383700,498.7,336.5,.,429,5382490,466.7,351.4,f,1,f,1346,are_blue.wav
2,Image,subj3,152,0,Trial: 152,5,blue,F,1_blue_15_yellow.jpg,least_2,experimental,5397443,530,461.32,5399084,404.1,289.2,.,403,5397442,483.1,363.2,f,1,f,1692,are_blue.wav
2,Image,subj3,153,0,Trial: 153,5,yellow,F,13_blue_3_yellow.jpg,least_4,experimental,5412130,539,503.08,5412992,531.9,289.7,.,425,5412144,483.2,339.1,f,1,f,1904,are_yellow.wav
2,Image,subj3,154,0,Trial: 154,5,blue,T,16_blue_0_yellow.jpg,All,experimental,5427067,519,486.25,5427960,480.7,390.3,.,464,5427130,494,366.2,j,1,j,893,are_blue.wav
2,Image,subj3,155,1,Trial: 155,5,yellow,F,4_blue_12_yellow.jpg,most_11,experimental,5440583,574,516.7,5442486,436,337.8,.,459,5446148,741.9,343.3,f,1,f,9378,are_yellow.wav
2,Image,subj3,156,1,Trial: 156,5,yellow,T,6_blue_10_yellow.jpg,most_11,experimental,5462663,612,520.81,5464452,367.4,328.4,.,428,5462910,497.2,368.2,j,1,j,5321,are_yellow.wav
2,Image,subj3,157,0,Trial: 157,5,blue,T,14_blue_2_yellow.jpg,Most,experimental,5482383,499,439.5,5483396,502,324.5,.,403,5482576,461.8,389.1,j,1,j,1026,are_blue.wav
2,Image,subj3,158,1,Trial: 158,5,blue,F,3_blue_13_yellow.jpg,most_2,experimental,5495664,432,380.34,5497096,540.4,325.9,.,350,5495942,495.8,385.9,f,1,f,1431,are_blue.wav
2,Image,subj3,159,0,Trial: 159,5,blue,F,2_blue_14_yellow.jpg,odd,experimental,5509281,536,458.06,5510538,432.5,303.8,.,382,5509324,425.2,349.4,f,1,f,1610,are_blue.wav
2,Image,subj3,160,0,Trial: 160,5,yellow,F,13_blue_3_yellow.jpg,even,experimental,5523582,605,568.76,5523596,469.8,346.4,.,534,5523950,340.1,354.3,f,1,f,1347,are_yellow.wav
2,Image,subj3,161,1,Trial: 161,5,blue,F,7_blue_9_yellow.jpg,least_9,experimental,5537215,543,503.08,5538638,324.5,205.5,.,456,5537518,416.1,269.4,f,1,f,3592,are_blue.wav
2,Image,subj3,162,0,Trial: 162,5,blue,F,7_blue_9_yellow.jpg,more_than_half,experimental,5553289,594,568.85,5554210,317.8,202.1,.,536,5553466,436.8,336.3,f,1,f,1870,are_blue.wav
2,Image,subj3,163,1,Trial: 163,5,yellow,T,0_blue_16_yellow.jpg,All,experimental,5571120,455,423.46,5571714,423,364.5,.,406,5571190,486.4,394.3,j,1,j,964,are_yellow.wav
2,Image,subj3,164,2,Trial: 164,5,yellow,T,4_blue_12_yellow.jpg,least_11,experimental,5584068,547,504.56,5586372,499.6,454.4,.,459,5588692,497.9,566.2,j,1,j,6755,are_yellow.wav
2,Image,subj3,165,0,Trial: 165,5,yellow,F,4_blue_12_yellow.jpg,odd,experimental,5602801,517,478.06,5603832,306.5,268.4,.,422,5603120,458.2,366.1,f,1,f,4261,are_yellow.wav
2,Image,subj3,166,0,Trial: 166,5,blue,F,5_blue_11_yellow.jpg,more_than_half,experimental,5620080,551,494.05,5621494,499.6,159.7,.,377,5620230,479.4,397.5,f,1,f,2373,are_blue.wav
2,Image,subj3,167,0,Trial: 167,5,blue,T,0_blue_16_yellow.jpg,No,experimental,5634784,436,400.32,5635862,439,399.4,.,385,5634886,481.8,395.3,j,1,j,1078,are_blue.wav
2,Image,subj3,168,0,Trial: 168,3,yellow,F,12_blue_4_yellow.jpg,odd,experimental,5736400,605,583.21,5737189,499.6,231.5,.,563,5736793,448.1,339.5,f,1,f,1461,are_yellow.wav
2,Image,subj3,169,0,Trial: 169,3,blue,T,13_blue_3_yellow.jpg,Some,experimental,5750267,542,502.96,5751379,524.7,319,.,473,5750547,333.7,379.5,j,1,j,1124,are_blue.wav
2,Image,subj3,170,0,Trial: 170,3,blue,T,14_blue_2_yellow.jpg,even,experimental,5764619,621,559.79,5765817,231.6,355.1,.,507,5769083,679.7,259.8,j,1,j,5587,are_blue.wav
2,Image,subj3,171,2,Trial: 171,3,yellow,T,3_blue_13_yellow.jpg,most_14,experimental,5791265,599,572.14,5795295,820.7,257.5,.,508,5796335,402.3,738.7,j,1,j,5093,are_yellow.wav
2,Image,subj3,172,0,Trial: 172,.,.,.,.,.,.,5806479,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,Image,subj3,173,1,Trial: 173,3,blue,F,10_blue_6_yellow.jpg,odd,experimental,5812123,639,565.25,5813089,350.2,325.3,.,512,5812259,490,374.7,f,1,f,3866,are_blue.wav
2,Image,subj3,174,0,Trial: 174,3,blue,T,16_blue_0_yellow.jpg,All,experimental,5829135,645,619.31,5829765,447.6,392,.,596,5829365,461.7,378.1,j,1,j,735,are_blue.wav
2,Image,subj3,175,0,Trial: 175,3,yellow,T,12_blue_4_yellow.jpg,Some,experimental,5845896,559,503.68,5846855,529.9,183.3,.,463,5846177,464.5,365.3,j,1,j,958,are_yellow.wav
2,Image,subj3,176,0,Trial: 176,3,blue,T,2_blue_14_yellow.jpg,Some,experimental,5859712,511,445.39,5860805,741.1,174.9,.,375,5859711,498.3,358.4,j,1,j,1116,are_blue.wav
2,Image,subj3,177,0,Trial: 177,3,yellow,T,0_blue_16_yellow.jpg,All,experimental,5873027,556,528.55,5873661,498.2,392.4,.,504,5873105,482.3,385.6,j,1,j,802,are_yellow.wav
2,Image,subj3,178,1,Trial: 178,3,blue,F,4_blue_12_yellow.jpg,more_than_half,experimental,5886007,639,542.25,5886007,496.2,401.1,.,508,5886839,441.9,366.6,f,1,f,1456,are_blue.wav
2,Image,subj3,179,0,Trial: 179,.,.,.,.,.,.,5897221,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
2,Image,subj3,180,0,Trial: 180,3,yellow,F,10_blue_6_yellow.jpg,Most,experimental,5898227,.,.,.,.,.,.,.,.,.,.,f,1,f,1456,are_yellow.wav
2,Image,subj3,181,0,Trial: 181,3,yellow,T,2_blue_14_yellow.jpg,more_than_half,experimental,5910981,623,582.67,5912243,451,365.9,.,533,5911275,423.7,372.3,j,1,j,1264,are_yellow.wav
